"","TriMAP1","TriMAP2"
"739",32.935223,-27.246502
"740",-72.02127,19.091507
"741",82.96519,-14.539203
"742",82.86681,3.892238
"743",-84.400116,12.817677
"744",29.636812,36.01741
"745",30.557146,13.464483
"746",82.467224,23.381153
"747",72.97178,11.47547
"748",77.747635,13.516633
"749",80.30331,-13.822111
"750",-85.869125,-26.2074
"751",55.092167,26.0749
"752",-13.2814455,-16.971739
"753",-4.305704,20.506466
"754",71.26568,29.202913
"755",-40.062584,6.757103
"756",-5.355966,29.59597
"757",-63.135952,-29.865461
"758",-20.93521,-16.368122
"759",-86.976204,-25.793045
"760",36.2876,-28.845085
"761",-80.88102,-21.373018
"762",45.746582,-13.619668
"763",39.336838,-35.45227
"764",15.494776,36.626038
"765",53.71685,-34.17858
"766",49.378685,-2.3385
"767",-66.17912,24.4282
"768",24.043016,25.952587
"769",-12.444879,21.845675
"770",-17.268862,-12.100185
"771",39.304325,35.92076
"772",8.022971,-29.445255
"773",31.099785,30.117504
"774",41.906807,-17.402576
"775",-85.00486,-27.230286
"776",75.753365,13.647281
"777",-40.633102,-31.672739
"778",8.756453,-13.611018
"779",-46.34665,-15.295743
"780",-84.07215,12.966694
"781",-29.29103,-19.383152
"782",33.58591,-32.17734
"783",-86.82443,-17.17559
"784",-57.441944,-28.933378
"785",-10.749169,32.91379
"786",-10.590798,37.367718
"787",77.0774,20.906525
"788",-39.526337,14.412388
"789",-79.27337,18.034647
"790",-25.46072,16.592558
"791",34.715614,-34.60159
"792",-74.24311,-3.5150096
"793",-7.4952583,19.499702
"794",75.984695,-31.776123
"795",-79.61243,-28.377663
"796",80.323845,21.032505
"797",-49.058105,18.890951
"798",-51.091854,3.1620736
"799",-59.14493,12.745207
"800",22.844017,34.776943
"801",74.571945,25.811092
"802",-34.91521,16.64486
"803",-22.879646,31.867807
"804",39.437298,21.845846
"805",-81.78035,24.12855
"806",19.812126,20.593151
"807",38.544827,7.839695
"808",-16.688189,-4.457858
"809",-64.84157,27.662075
"810",-58.449432,-14.080848
"811",19.684935,33.50638
"812",-49.9457,29.567009
"813",-1.8272423,-32.7668
"814",-79.77736,19.119091
"815",-86.0416,-8.373756
"816",-85.119774,10.261398
"817",50.77275,-6.6642475
"818",58.509632,-2.5582435
"819",-52.599644,-11.463633
"820",66.10173,29.919662
"821",-84.86778,-27.015444
"822",-87.701225,-18.369509
"823",-8.523734,-31.68453
"824",-80.14186,-20.567316
"825",-38.755413,-24.971409
"826",86.23862,-17.081505
"827",-7.3229146,-31.8053
"828",-86.0044,-0.18113491
"829",70.701866,-17.723505
"830",-82.73625,22.263006
"831",-13.555681,21.511847
"832",75.42423,-32.84565
"833",84.405426,-16.198252
"834",70.997604,-18.056562
"835",78.17568,-29.354687
"836",-86.91504,-9.293868
"837",75.00235,-33.24412
"838",5.4740367,9.126926
"839",-58.311924,-26.643204
"840",-49.68924,19.841642
"841",-69.622986,22.25851
"842",52.941837,29.266382
"843",-10.242206,21.814856
"844",74.624,25.27612
"845",38.66774,-28.495373
"846",-88.885994,-16.396708
"847",26.28781,12.421612
"848",-30.574198,20.028416
"849",66.22706,-34.820362
"850",86.997055,-20.347967
"851",33.750378,33.87243
"852",15.939963,-30.226295
"853",34.255856,35.79873
"854",22.5806,22.9032
"855",86.88239,10.683718
"856",-63.198967,-11.634946
"857",81.24374,27.255297
"858",73.246,14.147875
"859",41.611664,20.932102
"860",-67.95079,5.0734067
"861",-23.426983,19.861311
"862",-66.27187,27.445057
"863",38.391735,-23.662558
"864",-13.752815,25.238613
"865",-57.444218,-2.47105
"866",-24.627893,37.58583
"867",-12.304547,2.0261707
"868",17.531677,35.89212
"869",64.765236,-34.427364
"870",23.33689,-24.825296
"871",-45.69782,30.911142
"872",-82.453835,23.068316
"873",23.26586,-29.546556
"874",7.936094,-10.0365
"875",-84.52091,-27.65676
"876",-89.08706,-13.629616
"877",83.54285,19.664522
"878",46.248547,1.6021297
"879",-50.984352,-7.878025
"880",-80.978455,24.827948
"881",-77.82054,-1.8643278
"882",2.2555878,-4.7149363
"883",-59.042244,10.857341
"884",82.82289,23.527822
"885",-84.796104,11.117345
"886",-79.50976,-5.1315856
"887",-9.03527,28.907265
"888",25.81673,34.919224
"889",32.416283,-23.93038
"890",46.06969,26.99711
"891",74.81848,-1.0020661
"892",86.78703,-18.467884
"893",56.277657,32.89569
"894",27.41223,-11.727557
"895",86.46846,-20.630878
"896",-76.98245,-3.1862488
"897",29.237844,11.349699
"898",83.54333,22.636923
"899",22.117434,-7.0629754
"900",-27.418627,28.243868
"901",76.811844,-24.159426
"902",-62.571167,28.558538
"903",75.33764,28.852276
"904",35.498028,35.69378
"905",-78.37288,-4.578182
"906",-61.990387,28.362028
"907",-54.978443,-11.914593
"908",-64.17756,-21.472143
"909",-43.810837,32.7756
"910",-4.8937883,-18.158468
"911",-85.50567,0.25550023
"912",-83.00709,14.232656
"913",-46.109776,-0.8854216
"914",42.21499,-35.076656
"915",30.92235,-30.947725
"916",77.227005,-19.215693
"917",1.0558879,-0.39090306
"918",0.4732981,19.769306
"919",76.44479,24.842787
"920",57.000435,26.382624
"921",-52.915462,8.915328
"922",-14.386512,22.711906
"923",-17.676,29.381937
"924",-49.750954,19.03548
"925",5.0868483,-13.635464
"926",84.55954,-26.079159
"927",-78.794395,-20.813833
"928",-88.06356,-24.11125
"929",-87.85437,-24.567654
"930",-68.88685,5.6582794
"931",-44.108,15.677738
"932",-62.63863,-4.9110007
"933",76.6505,-32.240177
"934",-70.64885,-29.983454
"935",-75.03155,-18.986294
"936",83.34015,11.121211
"937",55.13946,12.652486
"938",53.05905,-32.15035
"939",-78.62065,-2.6448433
"940",41.00266,-3.49751
"941",-32.35705,32.21557
"942",-84.89395,11.221064
"943",-75.479416,-29.526346
"944",-84.9707,-24.494175
"945",86.72504,-25.242176
"946",74.376595,-18.833426
"947",-32.63539,-30.056448
"948",-37.209053,13.472929
"949",66.923805,-1.6442262
"950",73.70743,26.408993
"951",-33.789806,8.4299555
"952",-83.811714,12.215629
"953",-5.6035585,21.450113
"954",5.787885,11.096536
"955",46.61714,10.816235
"956",86.85277,-25.28634
"957",-71.23235,21.490917
"958",85.43392,-17.824615
"959",-18.295828,-6.353963
"960",20.330814,22.269506
"961",84.68558,22.006548
"962",28.55048,30.34389
"963",-87.07145,-25.24721
"964",-11.105593,-28.942482
"965",2.7968638,-26.926104
"966",70.43311,29.94873
"967",80.90871,26.952572
"968",7.276098,37.153408
"969",30.548346,-23.703514
"970",-41.520363,14.970925
"971",-22.39948,19.117445
"972",-42.453243,27.11244
"973",-76.596375,25.743782
"974",17.660378,34.008606
"975",-35.732098,-31.949074
"976",-51.29494,-25.428434
"977",-69.87481,2.6669202
"978",75.12231,-33.23346
"979",45.35575,-1.0353497
"980",-71.13213,-29.895699
"981",-62.44713,28.346148
"982",72.3036,-16.807531
"983",-8.696364,24.92401
"984",-81.849144,7.850065
