"","PHATE1","PHATE2","ID"
"1",-0.0355319485363661,0.00117776732734861,1
"2",-0.0267512377096653,0.0125372768699012,2
"3",-0.0217764619961804,0.01239392376306,3
"4",-0.0249285195288699,0.0215436847289488,4
"5",0.00128619013006845,0.0112380516334912,5
"6",0.0245402011228414,0.0171557464844824,6
"7",0.0213460953637724,-0.0270072360815033,7
"8",0.0286750361595154,-0.0215738726608283,8
"9",0.0305893906637015,-0.0043817980134362,9
"10",0.0276347912782948,-0.0122940501139687,10
"11",-0.018760257902081,0.0293981072932784,11
"12",0.00625007498371487,0.0348242585390192,12
"13",0.0303525332072898,0.0159709163546304,13
"14",-0.0106464290813755,-0.0300153125900204,14
"15",-0.0243144167877386,-0.0277531361058669,15
"16",-0.0115296640070972,-0.0301018172380353,16
"17",0.0312349806866863,-0.0131730860395607,17
"18",-0.0305426249359449,-0.00708799172839625,18
"19",-0.0332731574029268,0.0070695517466714,19
"20",-0.0167002609569563,-0.0300232451303217,20
"21",0.0286780605713836,-0.0195815226835168,21
"22",0.0152657651747864,-0.023236183865738,22
"23",-0.0174022241820297,-0.0314448530347164,23
"24",-0.0310669071919392,0.0137439831351046,24
"25",0.00687757540368306,0.0301421267212387,25
"26",0.0220743787857149,-0.00558381281975887,26
"27",0.0231033273142171,-0.0266951556111948,27
"28",-0.0276954007114922,0.0103483500803513,28
"29",-0.0329418042392125,-0.00456570450736749,29
"30",0.0302313083240687,-0.0030639078971116,30
"31",0.034392457472767,-0.0108467677828642,31
"32",0.0345804188430239,-0.0034929000095353,32
"33",-0.0101682616332927,0.0282460954540297,33
"34",-0.0364831646119811,0.00120875415827137,34
"35",-0.0165855695008559,-0.0291552438245645,35
"36",-0.00782359277775087,0.00567401400454488,36
"37",0.0275074948946073,0.0200196626621251,37
"38",-0.033962435481836,-0.0152642242293974,38
"39",-0.0170943312063018,0.0287791694104645,39
"40",0.03081485435853,0.017101529293907,40
"41",0.0147367701474587,0.0265428753202018,41
"42",-0.0120503031753472,-0.0301320258892142,42
"43",0.0147046825345947,0.0314430746943812,43
"44",-0.0141372593339567,-0.0305122650547281,44
"45",-0.00496556265849896,0.0183334745031218,45
"46",-0.0152335275303294,-0.0104002755542934,46
"47",0.0261440254498159,-0.0238560523273145,47
"48",0.0209169334325004,0.0239289271696274,48
"49",-0.0321526609718832,0.012903402357071,49
"50",0.0069991921701846,0.0306618401191344,50
"51",-0.009305065169305,0.00929192208808853,51
"52",0.030301187878923,0.0124932590942166,52
"53",-0.00538827128351766,-0.0223148697142295,53
"54",-0.0183014977974158,0.00749686306053233,54
"55",-0.0146395974947586,-0.00300163118198286,55
"56",0.032208334927412,0.0058604372011489,56
"57",0.024982944319959,-0.026354546382612,57
"58",-0.0297332885933677,-0.0153546015871426,58
"59",-0.0351937848395395,0.00456045051900844,59
"60",0.0273187836836881,-0.00947356383058661,60
"61",0.0123417084256396,0.0284105491776623,61
"62",-0.0317858237622855,-0.00604533127344101,62
