"","PaCMAP2","PaCMAP1"
"925",2.1202106,-0.062094387
"926",10.262881,8.712633
"927",-1.1333116,-10.588251
"928",-0.5780272,-13.32206
"929",-0.5811109,-13.403702
"930",-5.256399,-7.8773103
"931",-4.7992644,-4.156117
"932",-2.764853,-7.850644
"933",10.3414,6.495759
"934",1.1679109,-10.461262
"935",-1.3592541,-10.101426
"936",3.121804,11.3166065
"937",1.2908069,7.4946046
"938",7.801264,3.681464
"939",-4.37301,-9.701427
"940",2.774585,4.8229294
"941",-6.9967856,-1.7176678
"942",-7.078956,-10.347377
"943",1.0772234,-11.095882
"944",-0.09487832,-12.532223
"945",10.388583,8.987366
"946",7.6592617,7.804529
"947",2.477138,-5.638279
"948",-4.1461368,-3.4519422
"949",4.4212832,8.257013
"950",-0.2660925,10.863485
"951",-3.3922513,-3.4004211
"952",-7.3750434,-10.005955
"953",-3.6017385,1.1432577
"954",-1.0742857,1.910709
"955",1.2968572,6.4926066
"956",10.390476,9.05244
"957",-8.103837,-7.3338103
"958",9.207145,9.564484
"959",-0.03011277,-2.3286679
"960",-2.2511768,4.002459
"961",1.4227517,12.90547
"962",-2.981284,5.6350813
"963",-0.31117928,-13.125279
"964",3.610052,-3.3009481
"965",3.9013946,-1.6522833
"966",-1.1394806,10.87387
"967",0.020917285,12.644779
"968",-5.2970166,3.5168047
"969",4.9515476,1.8016896
"970",-4.5202146,-4.022663
"971",-4.146501,-1.2167819
"972",-6.5765176,-3.1461127
"973",-9.124079,-7.7076883
"974",-4.1418037,4.3698635
"975",2.7228804,-6.0120974
"976",1.004809,-7.7163177
"977",-4.778316,-8.430994
"978",10.307491,6.1955786
"979",2.8339293,5.4467955
"980",1.15004,-10.586821
"981",-8.581095,-5.5382752
"982",7.02872,7.7462864
"983",-4.275831,1.1278596
"984",-6.5607257,-9.845748
"985",-0.7982236,-1.950476
"986",-5.108971,-1.5120127
"987",-3.4241483,-10.173591
"988",9.8329525,7.7395115
"989",1.8742955,12.286163
"990",-1.7016021,-6.1679544
"991",0.48801208,-5.747959
"992",4.74705,2.7180846
"993",-2.53486,-10.292491
"994",2.9648793,-5.5890756
"995",3.9128242,2.5909126
"996",-8.4965925,-4.9949174
"997",3.7286286,6.917207
"998",-1.5812304,2.1236284
"999",4.8604474,4.352275
"1000",-0.6687079,2.5878096
