"","PaCMAP2","PaCMAP1"
"276",1.361555,12.03549
"277",-1.2090783,-7.783714
"278",3.906421,-2.1390092
"279",3.0684464,5.7495823
"280",1.6394538,0.77559096
"281",1.1938176,-5.195805
"282",-2.0930223,-8.165712
"283",-9.105555,-9.056751
"284",0.92648005,-11.039223
"285",9.931119,9.402153
"286",0.6296592,-10.486875
"287",-6.2198663,-0.6132289
"288",-2.2785106,8.488393
"289",-0.6352037,-13.372381
"290",-4.2602296,-11.521162
"291",7.3495264,9.352525
"292",-3.0082629,7.5664067
"293",-1.3269463,-10.266201
"294",-3.2938566,6.927503
"295",4.906965,8.385057
"296",10.100352,7.8391023
"297",-0.13554725,-13.00005
"298",-1.1999096,-3.7836988
"299",4.6794353,-1.8087295
"300",-1.48439,10.035882
"301",-0.34846428,12.314486
"302",-3.1599643,7.334381
"303",2.5210729,-3.8015869
"304",4.988371,8.230047
"305",-2.1371253,-12.768543
"306",0.72422814,4.614065
"307",0.8528522,1.7952752
"308",2.26625,10.323446
"309",-2.7691836,4.1711564
"310",-9.323609,-8.0714445
"311",-0.05944882,0.76043165
"312",-0.37737754,-8.738679
"313",1.4769465,-3.670207
"314",-0.961429,1.7159793
"315",7.0456843,7.9877195
"316",1.3675569,-8.421179
"317",0.59527,12.803489
"318",3.2602766,-3.2706077
"319",-0.51158017,7.5867085
"320",2.0109215,10.355287
"321",-8.417671,-4.785014
"322",2.0645885,12.558119
"323",-4.406648,4.351251
"324",1.9216222,-6.553795
"325",0.6417635,1.1989545
"326",1.6435395,-0.08755169
"327",5.1657286,0.63154155
"328",-9.379552,-8.3233
"329",-8.680541,-9.1334
"330",-8.104619,-8.254665
"331",-8.644559,-5.395872
"332",-2.8691013,1.2443409
"333",-0.9523724,6.716691
"334",6.7685547,8.118834
"335",-7.1513195,-9.184028
"336",-6.499642,-1.4247118
"337",4.2007327,2.106638
"338",7.6026826,1.8655788
"339",8.359708,3.3745468
"340",0.8600731,-5.523072
"341",9.346213,4.696125
"342",-2.4059093,4.18469
"343",2.5006278,2.8010066
"344",0.2525046,0.23058668
"345",-1.8566197,4.896716
"346",-4.2472115,-8.496796
"347",-1.3507769,-11.089435
"348",7.2690516,1.225863
"349",0.17246997,-11.207527
"350",8.315991,3.3938782
"351",-5.4978075,3.2651331
"352",7.4087186,1.4949158
"353",-5.7608285,0.5883373
"354",-0.60776263,10.593386
"355",-0.5829193,-2.7436178
"356",-9.043056,-9.183542
"357",-8.537496,-5.29027
"358",1.4395567,8.550629
"359",0.59886146,-11.781103
"360",-5.9796576,-5.686147
"361",0.94745284,12.388664
"362",1.8499323,-6.6926174
"363",-7.6214924,-9.6250105
"364",5.6857867,0.7715245
"365",4.6630306,8.412394
"366",-5.823199,-4.651083
"367",-3.966679,-3.8679943
"368",-7.479324,-2.1897128
"369",3.5688286,12.579732
"370",-1.4493065,4.397314
"371",-0.85848546,-10.403585
"372",6.852809,1.6531897
"373",0.4414669,12.866062
"374",-3.0768962,-8.124592
"375",1.6445415,-5.046166
"376",-1.1517682,-1.2887751
"377",-4.961503,1.1426698
"378",-1.0374726,-9.352893
"379",-3.5312638,-7.966213
"380",9.424098,4.9214697
"381",-3.0028512,-7.261706
"382",8.467795,8.6232815
"383",3.7281566,11.108969
"384",-3.7114031,-12.721624
"385",2.2145462,10.375753
"386",0.7829136,4.3870735
"387",9.161687,9.702304
"388",-6.7373233,-7.078389
"389",-6.537623,-10.69582
"390",-1.3495783,-10.49925
"391",-1.0261388,9.429839
"392",1.4631081,12.870492
"393",0.1879189,-2.568554
"394",-0.5888642,4.4441133
"395",9.554901,7.3947816
"396",-9.4166765,-8.980224
"397",-7.7890654,-9.218766
"398",8.824376,4.1345186
"399",-6.133833,-4.5403247
"400",3.135578,-1.3483386
"401",-7.8335614,-3.0522993
"402",5.454257,-0.34176162
"403",-6.603488,1.4940959
"404",1.2167858,4.0423174
"405",0.434629,-4.311629
"406",7.2467566,2.3165388
"407",-1.2560328,-4.577581
"408",1.5878078,6.4541855
"409",-7.6752586,-7.4463215
"410",1.9716065,-3.610435
"411",10.363716,9.002131
"412",10.48548,8.888351
"413",1.4124161,1.8409467
"414",6.7340183,3.3171139
"415",0.57159466,-1.2679724
"416",1.7432775,0.2154664
"417",0.37545672,-12.4143715
"418",3.2394464,-3.5527923
"419",0.62130046,-6.113754
"420",-6.9084783,-2.2808807
"421",-1.2203739,-5.783699
"422",-0.512726,0.007938564
"423",7.294312,1.2501644
"424",9.560843,9.275536
"425",9.737122,7.859537
"426",-5.2850723,-4.990912
"427",0.8336527,12.064635
"428",-7.3075404,-0.57679963
"429",-6.664118,1.4694843
"430",-3.027196,-10.29943
"431",-4.857963,-0.6187369
"432",7.365132,1.8859144
"433",6.589619,3.4883022
"434",1.1488417,2.5209112
"435",-7.923938,-7.645436
"436",-0.10833258,10.97877
"437",-5.846966,-11.010822
"438",-5.1183677,0.8532837
"439",-9.505187,-8.80699
"440",10.2774935,6.2457576
"441",-8.815902,-7.133429
"442",-7.333248,-1.1348475
"443",3.9851165,10.946834
"444",2.404694,-6.3258405
"445",-4.0912285,-0.19480813
"446",9.014608,9.097629
"447",-3.728758,0.8703332
"448",2.5281236,12.307239
"449",4.0308986,-2.534795
"450",-5.3583865,-7.3716383
"451",-2.4160175,7.897054
"452",-2.9448428,6.2493196
"453",-3.8753965,-9.863813
"454",-1.1062074,-10.801064
"455",-8.0563,-3.4002955
"456",-3.414001,6.3989806
"457",2.5125163,10.625045
"458",1.0930513,-10.894993
"459",-5.7683024,-6.4123483
"460",-5.0388885,3.8030846
"461",-9.333774,-8.034118
"462",-1.2089938,-1.3471991
"463",8.07819,7.975086
"464",1.5053024,12.76054
"465",-3.9658093,-3.013243
"466",-0.7269515,3.758649
"467",-8.642214,-5.2557917
"468",1.8741535,-3.0716572
"469",-7.0841384,-0.1245771
"470",-0.58218485,7.129454
"471",-5.6684213,-6.199926
"472",9.361119,7.775872
"473",-4.024882,-11.892907
"474",3.6632118,12.511327
"475",-2.696323,5.7504654
"476",2.348643,-6.8886566
"477",1.2152631,1.6309998
"478",-0.857836,1.6761603
"479",2.460118,-1.6055238
"480",-1.5239089,10.053832
"481",-6.0846395,-10.817227
"482",2.3509562,12.1467285
"483",-0.35743675,12.293004
"484",3.1774707,-3.6092598
"485",5.940937,8.266842
"486",10.139834,5.9676313
"487",1.6892518,8.966798
"488",-6.285374,-3.083968
"489",-3.891418,-12.481185
"490",-0.020108791,-0.36854905
"491",6.4841456,1.0523276
"492",10.179976,7.439454
"493",0.77652663,-11.311137
"494",-4.4956827,-11.2752075
"495",-1.2698479,-6.650601
"496",-6.5044594,0.45318654
"497",-0.7204841,-13.342453
"498",3.107697,5.991046
"499",2.3977056,-6.288606
"500",4.148664,9.49544
"501",3.2513342,4.283873
"502",4.8053617,8.095987
"503",9.555133,8.159632
"504",4.6122327,8.065451
"505",-3.5266597,-1.5009391
"506",2.9966204,6.3388286
"507",-6.2397356,-8.047447
"508",-6.096807,-1.197543
"509",7.0736117,7.7808433
"510",3.3676908,-4.8623037
"511",-6.5857368,-1.5047667
"512",-3.9166563,0.61952466
"513",6.200759,0.9642895
"514",1.5359551,8.327377
"515",1.072934,-9.130588
"516",0.65555656,-12.034954
"517",-4.702538,-9.905084
"518",4.8104606,4.2270875
"519",-0.032694966,-2.3525174
"520",-2.8928583,-7.18358
"521",3.9638305,-2.071057
"522",-5.294308,-4.6591206
"523",-4.2312593,-11.881691
"524",-1.1776072,-1.48343
"525",0.9525494,-3.1050854
"526",3.960556,-3.5296688
"527",-7.4813595,-1.5399045
"528",-1.8904002,-12.267283
"529",10.446339,8.79204
"530",0.65561694,-8.73405
"531",1.3867729,-8.192304
"532",-3.2331104,-3.767713
"533",2.135023,-2.3956358
"534",3.3001752,3.608446
"535",4.450424,-0.81950915
"536",-4.2871256,-10.340952
"537",-8.630838,-5.33583
"538",-0.75202996,11.163275
"539",-8.414012,-6.608711
"540",-7.190741,-7.6347723
"541",-5.677463,-0.4597409
"542",0.15190923,11.262577
"543",1.9246732,11.605818
"544",-7.3613997,-7.3231974
"545",-3.184973,7.2499332
"546",1.0256392,-5.8469434
"547",-2.7514696,-12.92766
"548",0.99734867,-2.476625
"549",2.2275856,2.7242134
"550",-8.326044,-8.974281
"551",6.0305552,0.7104199
"552",4.8317,10.422597
"553",-0.32118043,-2.4440062
"554",-3.956968,0.35467434
"555",1.5678029,8.342813
"556",-8.12947,-9.071205
"557",-4.422478,-11.258013
"558",-6.467976,1.587108
"559",-9.303131,-7.941398
"560",1.9543806,-6.8932834
"561",-3.3771498,-12.811947
"562",2.5935993,5.8821898
"563",5.1134834,8.020447
"564",-6.2677517,-7.4749355
"565",0.072499454,12.657827
"566",2.9205902,5.607808
"567",-3.309383,-12.782497
"568",-5.490576,-4.6382556
"569",8.518316,3.740669
"570",9.812325,8.635243
"571",-5.1763897,3.6573434
"572",1.4492052,-8.610113
"573",2.376667,-0.81499124
"574",-0.6456404,11.878297
"575",6.692294,9.07801
"576",9.646868,6.0570273
"577",-6.509855,1.5232365
"578",-2.0794752,-1.4204237
"579",-1.2260066,10.136827
"580",-7.3048635,-0.5224227
"581",4.7043905,8.112631
"582",-4.525976,-2.326553
"583",7.299634,8.66426
"584",-0.99981445,-10.840375
"585",-3.8257067,-2.505813
"586",-0.5055216,-9.515707
"587",8.317923,9.047432
"588",9.691773,5.2562327
"589",4.3880863,-2.7056155
"590",10.030308,8.83709
"591",-8.254489,-8.913045
"592",0.38852996,-11.937902
"593",10.089188,5.8434157
"594",-7.603735,-2.0859358
"595",-2.202394,2.1490667
"596",-9.468983,-8.374493
"597",-4.01141,-0.13127363
"598",1.6799153,0.21027602
"599",3.5529747,11.055885
"600",-2.1263866,2.0815196
"601",3.2357137,-0.073622815
"602",-4.484059,-9.058631
"603",1.2397971,-3.8981965
"604",3.5256474,-4.0551405
"605",3.240248,-0.3903636
"606",4.501832,8.189696
"607",10.240548,9.162086
"608",-5.7557187,-4.6763015
"609",2.897775,12.480327
"610",-1.4609915,-10.9722395
"611",10.310459,8.837971
"612",-4.147664,-12.032424
"613",-2.3241496,2.237376
"614",-1.2628119,10.072833
"615",-2.3550062,-12.893353
"616",3.6976304,12.473305
"617",-7.2710066,-0.32229215
"618",5.8894625,8.589454
"619",1.1365472,7.65938
"620",-3.2049642,-3.827941
"621",-0.1492031,-13.046932
"622",3.7786615,11.344911
"623",-3.758292,-1.8471746
"624",7.357309,8.727415
"625",3.9974935,10.773628
"626",0.94765866,-4.9830465
"627",2.1359649,-2.106898
"628",5.08307,4.1599946
"629",-2.730807,7.8912244
"630",5.724491,-0.1329015
"631",2.8114293,-0.785909
"632",-7.0289106,-7.554611
"633",10.250676,6.0993247
"634",-9.522243,-8.9876175
"635",-0.49801263,11.227034
"636",5.406922,0.2199121
"637",-4.0124297,0.014500023
"638",3.1320035,-0.18705484
"639",-6.5756307,-5.380704
"640",10.499491,7.0961237
"641",10.307526,6.163841
"642",2.5329883,-0.34182858
"643",-4.0257115,-10.56224
"644",-7.872117,-9.072549
"645",8.684811,4.09641
"646",2.4925404,2.6802633
"647",1.0704321,12.881665
"648",8.547223,9.773357
"649",-2.383063,2.1056542
"650",-3.3448339,-2.1314003
"651",7.4290853,1.3418875
"652",-4.572455,4.4810443
"653",5.0401616,4.1597075
"654",-3.818258,0.77897453
"655",1.3044972,-6.39836
"656",5.1753535,3.9298797
"657",7.3402643,8.0690155
"658",-2.9720185,7.7106314
"659",8.979508,9.937815
"660",0.93272793,0.2290405
"661",2.799338,-3.6438937
"662",2.866635,3.3718004
"663",3.7687173,11.745847
"664",5.1387496,-1.492487
"665",-0.8472626,11.751922
"666",0.45722735,-12.105977
"667",-4.6828046,4.028658
"668",0.6606601,-12.041255
"669",-4.916589,-1.2812082
"670",-0.72301835,8.6636305
"671",0.78600466,12.624693
"672",2.8798788,2.5438504
"673",2.39126,3.2468195
"674",-3.849665,-12.406372
"675",10.237264,9.163362
"676",-1.0453618,8.517174
"677",-0.011590377,5.3813734
"678",-8.3357315,-7.475405
"679",1.6003107,12.845685
"680",8.628877,8.073877
"681",-3.3188624,6.793759
"682",0.113101274,12.725596
"683",3.4849908,0.106068015
"684",-4.54252,-3.470768
"685",10.128552,7.4084
"686",-0.10037344,-12.9938
"687",-6.9005446,-2.3353534
"688",10.411102,9.111482
"689",1.084755,-6.4827437
"690",1.2342349,-10.3466015
"691",-1.842125,-10.097665
"692",0.37472114,-9.000818
"693",0.42754397,-12.170606
"694",4.0097265,1.6547437
"695",1.7695724,1.4980348
"696",-4.4992447,-8.273467
"697",7.927753,8.438776
"698",-0.37196413,3.9265034
"699",2.8395185,2.8754332
"700",-7.210667,-0.042724308
"701",1.5956069,8.964728
"702",-0.99811167,11.336517
"703",-6.386838,-10.671741
"704",-2.379318,-12.825756
"705",-2.4175367,8.2991905
"706",3.0948288,5.9933524
"707",5.795201,0.52527416
"708",6.4015903,2.896636
"709",-4.5667076,-2.925145
"710",1.4614664,-8.046238
"711",0.51510483,12.057859
"712",1.3651907,-9.628059
"713",-3.642383,-1.2856766
"714",1.7770332,8.9818125
"715",-8.1311,-3.791498
"716",-6.797736,-2.1262298
"717",-2.2659853,6.246258
"718",-4.1725774,-10.072767
"719",-6.6326714,0.32920724
"720",-4.16911,-11.837221
"721",10.374233,6.2610364
"722",3.0128195,-5.419328
"723",-5.1172853,-1.6275789
"724",-3.5244422,-12.762608
"725",4.5910864,0.071826264
"726",-3.345958,-6.489541
"727",6.4527407,4.001862
"728",-4.6322093,1.3642597
"729",-3.6043315,4.364802
"730",8.586924,8.370685
"731",-1.8503368,8.690804
"732",-4.182224,-2.4930644
"733",4.8710647,4.322715
"734",0.5280286,4.0098495
"735",1.2433479,3.5331504
"736",0.8508141,12.388051
"737",-7.9378786,-3.6357489
"738",-3.4985943,6.422396
"739",5.474021,1.9109282
"740",-7.7533374,-7.6229677
"741",8.077859,9.426496
"742",3.9478226,10.903494
"743",-7.478668,-10.162021
"744",-3.8118732,5.6916704
"745",0.11378817,4.699182
"746",0.8474369,12.663915
"747",2.247658,9.82989
"748",2.4887943,10.62424
"749",7.510774,8.935609
"750",-0.006902869,-12.909851
"751",-0.9518408,8.394267
"752",1.7233393,-2.5431144
"753",-3.3133543,1.2027743
"754",-0.9639142,10.902249
"755",-3.339515,-3.939629
"756",-4.811943,1.5835472
"757",1.4481734,-9.177972
"758",1.3004179,-3.6782498
"759",-0.19172889,-13.144619
"760",6.0953345,2.0351212
"761",-0.95122033,-11.360463
"762",4.4594803,4.179862
"763",7.436766,1.4672562
"764",-4.7177024,4.212729
"765",8.559021,3.6506243
"766",3.3287067,5.8306274
"767",-8.267966,-6.3405175
"768",-2.5793295,4.7897825
"769",-3.9751055,0.085405774
"770",0.809186,-2.847217
"771",-3.3108423,6.902803
"772",4.4523706,-1.4983453
"773",-2.7823017,5.882632
"774",4.936995,3.3548388
"775",0.22425577,-12.695847
"776",2.2707708,10.198785
"777",2.4060237,-6.5785203
"778",2.4476662,0.3616261
"779",-0.1346217,-6.0798936
"780",-7.568455,-9.960019
"781",1.0959096,-4.7153306
"782",6.6225505,1.2860075
"783",-2.1516006,-12.601096
"784",1.3221962,-8.532281
"785",-5.7197986,1.2555321
"786",-6.3664894,1.4579991
"787",0.9729108,10.994046
"788",-4.220994,-3.8891945
"789",-7.967014,-8.918068
"790",-3.837837,-1.7719442
"791",6.9633713,1.1582896
"792",-3.8185477,-9.16343
"793",-3.1779263,1.0828034
"794",10.05624,6.6159253
"795",0.6551854,-11.691308
"796",1.5408756,11.854711
"797",-5.757567,-4.8153286
"798",-3.118399,-5.8540015
"799",-5.4554443,-6.38297
"800",-3.9556868,4.8325224
"801",-0.24015936,11.022333
"802",-4.664808,-2.858919
"803",-6.2941313,-0.5611702
"804",-0.98700714,6.256582
"805",-9.426981,-8.918104
"806",-1.886937,3.9652343
"807",1.3270249,5.3427734
"808",-0.2114587,-1.9206605
"809",-8.611976,-5.8658094
"810",-1.1287776,-7.7914233
"811",-3.9709659,4.643363
"812",-7.897596,-3.5742338
"813",4.4847507,-2.7060783
"814",-8.18135,-8.962305
"815",-4.169004,-11.993492
"816",-6.8924904,-10.471495
"817",4.0216694,5.672924
"818",4.147012,7.4441166
"819",-1.209978,-6.7515645
"820",-1.4147524,10.13859
"821",0.13279596,-12.744871
"822",-2.3325503,-12.957479
"823",3.978659,-3.19628
"824",-1.2540227,-10.952017
"825",1.7420787,-5.6589413
"826",8.942337,9.860387
"827",4.1119213,-3.038
"828",-5.755855,-11.084085
"829",7.1678023,7.5953116
"830",-9.2021055,-9.035749
"831",-3.9429927,0.10831823
"832",10.29032,6.309915
"833",8.553749,9.19313
"834",7.125463,7.4613037
"835",10.145221,7.041828
"836",-4.1944604,-12.000415
"837",10.34539,6.3248787
"838",-0.8532499,1.7673393
"839",0.67697644,-8.488683
"840",-6.0554996,-4.8840113
"841",-7.9675,-7.099058
"842",-1.3966928,8.324666
"843",-3.8312593,0.48059988
"844",0.17685296,10.892705
"845",6.1879992,2.4428132
"846",-2.8929553,-12.986886
"847",-0.47555277,3.9937208
"848",-4.9825196,-2.2382193
"849",9.461209,4.8771424
"850",9.695396,9.435865
"851",-3.1454666,6.2335052
"852",4.923943,-0.41576037
"853",-3.4739065,6.4687777
"854",-2.029205,4.2909284
"855",3.5499783,12.549311
"856",-1.827277,-8.229271
"857",0.06745806,12.632405
"858",1.9359986,9.728214
"859",-0.45063937,6.6059656
"860",-5.343213,-7.654506
"861",-4.402892,-1.2777265
"862",-8.652484,-6.0166626
"863",5.698917,2.5110745
"864",-4.749673,0.31420225
"865",-2.8534038,-7.0943274
"866",-7.348673,-0.5785608
"867",-0.9941774,-0.94571704
"868",-4.3281794,4.638937
"869",9.421048,4.9133377
"870",4.830204,1.0074083
"871",-7.853687,-3.1098588
"872",-9.199716,-9.035358
"873",5.270109,0.46793067
"874",1.7560824,0.5155667
"875",0.28725246,-12.540155
"876",-3.4710965,-12.8694315
"877",1.7636325,12.160904
"878",2.5155778,5.686125
"879",-1.5038882,-6.11152
"880",-9.714114,-8.6402445
"881",-4.491105,-9.578341
"882",0.9303128,0.48634282
"883",-5.1300097,-6.482748
"884",0.8655151,12.66111
"885",-7.148257,-10.304282
"886",-3.8678317,-10.206825
"887",-4.827805,1.2075334
"888",-3.9124398,5.2539806
"889",5.113385,2.0455656
"890",-1.1378465,7.371607
"891",4.5405293,9.284999
"892",9.182365,9.691999
"893",-1.9984664,8.979628
"894",3.3117707,2.3738804
"895",9.792136,9.400169
"896",-4.125053,-9.614422
"897",0.056138676,4.3322144
"898",1.2262275,12.703489
"899",2.4152236,2.3310537
"900",-5.9153523,-1.3424653
"901",8.763871,7.6196074
"902",-8.645503,-5.586711
"903",-0.8667606,11.521341
"904",-3.3871238,6.547828
"905",-3.772869,-10.014965
"906",-8.535777,-5.5930943
"907",-1.295267,-7.4687386
"908",-0.24367245,-8.902798
"909",-7.8738265,-2.9064827
"910",2.2416368,-1.8250587
"911",-5.8321457,-10.861864
"912",-7.683624,-9.724857
"913",-2.126214,-5.2480993
"914",7.5862584,2.0086503
"915",6.2128987,1.2267083
"916",8.214693,8.070004
"917",0.24678005,0.60818547
"918",-2.8450508,1.6459073
"919",0.1264943,11.23172
"920",-0.85238236,8.711274
"921",-3.8975658,-5.8427777
"922",-4.190814,0.055254128
"923",-5.507365,0.03846504
"924",-5.8695574,-4.8383555
